Provider_Number,Network,Facility_Name,Five_Star_Date,Five_Star,Five_Star_Data_Availability_Code,Address_Line_1,Address_Line_2,City,State,Zip,County,Profit_or_NonProfit,Chain_Owned,Chain_Organization,#_of_Dialysis_Stations,Offers_in-center_hemodialysis,Offers_peritoneal_dialysis,Offers_home_hemodialysis_training,Patient_Transfusion_category_text,Number_of_patients_included_in_the_transfusion_summary,Number_of_patients_in_hypercalcemia_summary,Number_of_patient-months_in_hypercalcemia_summary,Number_of_patients_in_Serum_phosphorus_summary,Number_of_patient-months_in_Serum_phosphorus_summary_,Patient_hospitalization_category_text,Patient_Hospital_Readmission_Category,Patient_Survival_Category_Text,patients_included_hospitalization_summary,hospitalizations_in_hospital_readmission_summary,Number_of_Patients_included_in_survival_summary,Mortality_Rate_(Facility),Readmission_Rate_(Facility),Hospitalization_Rate_(Facility),Patient_Infection_category_text,Transfusion_Rate_(Facility),Fistula_Category_Text,Number_of_Patients_included_in_fistula_summary,Fistula_Rate_(Facility),Number_of_patients_in_long_term_catheter_summary,Number_of_patient_months_in_long_term_catheter_summary,Number_of_patients_in_nPCR_summary,Number_of_patient-months_in_nPCR_summary,SWR_category_text,Number_of_patients_in_this_facility_for_SWR,PPPW_category_text,Number_of_patients_for_PPPW
12574,8,FMC CHAMBERS,01/01/2016-12/31/2019,5,1,802 HOSPITAL STREET,,LAFAYETTE,AL,36862,CHAMBERS,Profit,Yes,FRESENIUS MEDICAL CARE,10,1,0,0,As Expected,27,38,368,42,389,As Expected,As Expected,Better than Expected,32,25,129,11.5,17.4,104.8,As Expected,4.5,Better than Expected,42,87.8,42,392,0,,Not Available,8,As Expected,31
12575,8,RCG WALKER,01/01/2016-12/31/2019,3,1,3510 3RD STREET NE,,JASPER,AL,35504,WALKER,Profit,Yes,FRESENIUS MEDICAL CARE,22,1,0,0,Worse than Expected,41,58,515,65,535,As Expected,As Expected,Worse than Expected,46,58,216,32.2,26.6,197,As Expected,75.4,As Expected,65,48.2,65,540,0,,As Expected,31,As Expected,47
12576,8,DCI MONTGOMERY,01/01/2016-12/31/2019,3,1,544 SOUTH MCDONOUGH STREET,,MONTGOMERY,AL,36104,MONTGOMERY,Non-Profit,Yes,"DIALYSIS CLINIC, INC.",24,1,1,0,As Expected,51,80,735,82,736,As Expected,As Expected,As Expected,61,60,307,22.2,25.3,150.7,As Expected,8.1,As Expected,74,40.4,74,670,0,,Not Available,39,As Expected,71
12578,8,RCG SOUTHSIDE,01/01/2016-12/31/2019,3,1,2131 MAGNOLIA AVE SOUTH #100,,BIRMINGHAM,AL,35205,JEFFERSON,Profit,Yes,FRESENIUS MEDICAL CARE,16,1,0,0,As Expected,48,59,542,59,524,As Expected,As Expected,As Expected,53,58,202,28.7,19.2,192.3,As Expected,39.2,As Expected,62,49.5,62,552,0,,Not Available,16,As Expected,52
12633,8,FMC PRATTVILLE,01/01/2016-12/31/2019,3,1,692 COVERED BRIDGE PARKWAY,,PRATTVILLE,AL,36066,AUTAUGA,Profit,Yes,FRESENIUS MEDICAL CARE,18,1,1,1,Worse than Expected,50,83,734,95,788,As Expected,As Expected,As Expected,65,65,242,28.2,23.6,202.5,Better than Expected,65.5,As Expected,95,51.3,95,795,0,,As Expected,43,As Expected,74
12634,8,FMC FOLEY,01/01/2016-12/31/2019,5,1,230 EAST FERN AVENUE,,FOLEY,AL,36535,BALDWIN,Profit,Yes,FRESENIUS MEDICAL CARE,16,1,0,0,As Expected,49,68,584,74,621,As Expected,As Expected,As Expected,55,70,201,19.9,16,205.6,As Expected,29.5,As Expected,73,61.4,73,621,0,,Not Available,31,As Expected,68
12636,8,FMC JAGUAR,01/01/2016-12/31/2019,3,1,575 STANTON ROAD,UNIT B,MOBILE,AL,36617,MOBILE,Profit,Yes,FRESENIUS MEDICAL CARE,26,1,0,0,As Expected,78,114,1124,122,1147,As Expected,As Expected,As Expected,87,118,371,20.4,28.3,218.2,As Expected,24,Worse than Expected,122,36.6,122,1161,0,,Worse than Expected,30,As Expected,106
12637,8,DCI HIGHLAND PARK,01/01/2016-12/31/2019,2,1,1912 CHERRY STREET,,MONTGOMERY,AL,36107,MONTGOMERY,Non-Profit,Yes,"DIALYSIS CLINIC, INC.",15,1,0,0,As Expected,58,79,725,79,726,As Expected,As Expected,As Expected,61,86,277,18.9,37.2,185.6,Better than Expected,4.3,As Expected,81,43.8,81,744,0,,As Expected,43,As Expected,69
12638,8,FMC HOOVER,01/01/2016-12/31/2019,5,1,2104 LORNA RIDGE LANE,,HOOVER,AL,35216,JEFFERSON,Profit,Yes,FRESENIUS MEDICAL CARE,12,1,0,0,As Expected,47,65,593,66,605,As Expected,As Expected,As Expected,55,60,173,21.6,19.8,190.1,Better than Expected,12.1,As Expected,66,55.8,66,602,0,,Not Available,15,As Expected,48
12639,8,FMC MONTEVALLO,01/01/2016-12/31/2019,4,1,3883 HIGHWAY 25,,MONTEVALLO,AL,35115,SHELBY,Profit,Yes,FRESENIUS MEDICAL CARE,10,1,0,0,As Expected,25,41,367,46,393,As Expected,As Expected,As Expected,26,25,109,24.6,14.5,150,As Expected,21.2,As Expected,46,45.6,46,395,0,,Not Available,19,As Expected,39
12640,8,DAVITA PICKENS COUNTY DIALYSIS,01/01/2016-12/31/2019,3,1,289 WILLIAM E HILL DRIVE,SUITE A,CARROLLTON,AL,35447,PICKENS,Profit,Yes,DAVITA,14,1,0,0,As Expected,59,71,669,74,708,As Expected,As Expected,As Expected,61,60,207,26.1,25.2,150.3,As Expected,0,Worse than Expected,74,41.6,74,693,0,,Worse than Expected,32,As Expected,64
12597,8,FMC BAY MINETTE,01/01/2016-12/31/2019,4,1,2505 HAND AVENUE,,BAY MINETTE,AL,36507,BALDWIN,Profit,Yes,FRESENIUS MEDICAL CARE,18,1,1,0,As Expected,39,54,494,56,510,As Expected,As Expected,As Expected,44,42,189,23.3,21.9,226.2,As Expected,13.2,As Expected,57,55.8,57,514,0,,Not Available,20,As Expected,51
12598,8,DCI PHENIX CITY,01/01/2016-12/31/2019,5,1,1611 21ST COURT,,PHENIX CITY,AL,36867,RUSSELL,Profit,Yes,"DIALYSIS CLINIC, INC.",12,1,0,0,As Expected,36,50,522,52,532,As Expected,As Expected,As Expected,44,45,186,19,20.9,168.1,As Expected,19.1,As Expected,54,72.7,54,530,0,,Not Available,19,As Expected,43
12599,8,FMC PORT CITY,01/01/2016-12/31/2019,3,1,"201 ST. JOSEPH STREET, SUITE B",,MOBILE,AL,36602,MOBILE,Profit,Yes,FRESENIUS MEDICAL CARE,20,1,0,0,As Expected,57,90,779,100,814,As Expected,Worse than Expected,Worse than Expected,68,112,297,33.1,39.1,282.4,Better than Expected,12.2,As Expected,101,47.4,101,827,0,,As Expected,47,As Expected,83
12600,8,DAVITA ATMORE DIALYSIS CENTER,01/01/2016-12/31/2019,4,1,807 EAST CRAIG STREET,,ATMORE,AL,36502,ESCAMBIA,Profit,Yes,DAVITA,10,1,0,0,As Expected,34,48,444,52,474,As Expected,As Expected,Worse than Expected,40,37,171,32.7,20,180.4,As Expected,27,As Expected,53,60,53,469,0,,Not Available,17,As Expected,48
12601,8,FMC WEST,01/01/2016-12/31/2019,3,1,633 LOMB AVENUE,,BIRMINGHAM,AL,35211,JEFFERSON,Profit,Yes,FRESENIUS MEDICAL CARE,24,1,0,0,As Expected,61,93,898,97,908,As Expected,As Expected,As Expected,66,89,285,26.5,34,242.9,Better than Expected,26.4,Worse than Expected,97,35,97,919,0,,As Expected,42,As Expected,80
12602,8,DAVITA RUSSELLVILLE DIALYSIS,01/01/2016-12/31/2019,5,1,14897 HWY 43,,RUSSELLVILLE,AL,35653,FRANKLIN,Profit,Yes,DAVITA,10,1,0,0,As Expected,45,53,455,57,501,As Expected,As Expected,Worse than Expected,48,45,159,34.5,26.5,186.8,As Expected,3.9,As Expected,58,69.2,58,505,0,,Not Available,16,As Expected,45
12603,8,FMC FAIRFIELD (STEEL CITY),01/01/2016-12/31/2019,2,1,6508 E. J. OLIVER BLVD,,FAIRFIELD,AL,35064,JEFFERSON,Profit,Yes,RENAL CARE GROUP INC.,12,1,0,0,As Expected,36,55,521,54,522,As Expected,As Expected,As Expected,42,43,160,32.7,33.6,241.4,As Expected,40,Worse than Expected,57,31.7,57,533,0,,Not Available,19,As Expected,45
12604,8,RCG CLANTON,01/01/2016-12/31/2019,3,1,275 HEALTH CENTER DRIVE,,CLANTON,AL,35045,CHILTON,Profit,Yes,FRESENIUS MEDICAL CARE,12,1,0,0,As Expected,40,60,552,62,571,As Expected,As Expected,As Expected,45,65,185,29.2,31,282.6,As Expected,29.6,As Expected,62,47.8,62,565,0,,Not Available,15,As Expected,53
12544,8,DAVITA OZARK DIALYSIS,01/01/2016-12/31/2019,5,1,195 BUNTING DRIVE,,OZARK,AL,36360,DALE,Profit,Yes,DAVITA,19,1,0,0,As Expected,43,57,448,61,466,As Expected,As Expected,As Expected,49,36,214,25.9,26.1,157.6,As Expected,26.8,As Expected,63,71,63,472,0,,Not Available,19,As Expected,45
12545,8,DAVITA TUSCALOOSA DIALYSIS,01/01/2016-12/31/2019,3,1,805 OLD MILL STREET,,TUSCALOOSA,AL,35401,TUSCALOOSA,Profit,Yes,DAVITA,19,1,1,1,As Expected,78,95,934,98,948,As Expected,As Expected,As Expected,83,109,362,27.2,29.4,205.7,As Expected,4.6,Worse than Expected,101,36.5,101,949,0,,Worse than Expected,76,As Expected,88
12546,8,FMC TUSKEGEE,01/01/2016-12/31/2019,5,1,802 E. MARTIN LUTHER KING HWY,,TUSKEGEE,AL,36083,MACON,Profit,Yes,FRESENIUS MEDICAL CARE,28,1,0,0,Worse than Expected,38,67,645,70,645,As Expected,As Expected,As Expected,45,22,232,28.4,10.9,115,As Expected,63.6,As Expected,69,80,69,643,0,,Not Available,21,As Expected,65
12547,8,FMC EASTERN SHORE,01/01/2016-12/31/2019,5,1,124 PROFESSIONAL PARK DR,,FAIRHOPE,AL,36532,BALDWIN,Profit,Yes,FRESENIUS MEDICAL CARE,24,1,1,1,As Expected,51,91,790,96,830,As Expected,As Expected,As Expected,61,78,273,19.7,28.6,225.4,As Expected,11.1,As Expected,95,55.2,95,828,0,,As Expected,49,As Expected,76
12548,8,DAVITA FAYETTE DIALYSIS,01/01/2016-12/31/2019,5,1,2450 TEMPLE AVE N,,FAYETTE,AL,35555,FAYETTE,Profit,Yes,DAVITA,10,1,0,0,As Expected,30,36,343,38,346,As Expected,As Expected,As Expected,36,38,151,26.9,23.5,166.6,As Expected,5.5,As Expected,38,61.8,38,351,0,,Not Available,22,As Expected,29
12550,8,DAVITA GREENE COUNTY DIALYSIS,01/01/2016-12/31/2019,4,1,544 HIGHWAY 43,,EUTAW,AL,35462,GREENE,Profit,Yes,DAVITA,12,1,0,0,As Expected,38,48,483,49,486,As Expected,As Expected,As Expected,41,53,200,22.9,36.3,187.7,As Expected,8.2,As Expected,49,48.4,49,485,0,,Not Available,18,As Expected,41
12551,8,DAVITA SHEFFIELD DIALYSIS,01/01/2016-12/31/2019,4,1,1120 S JACKSON HWY STE 107,,SHEFFIELD,AL,35660,COLBERT,Profit,Yes,DAVITA,12,1,0,0,As Expected,50,59,549,64,565,As Expected,As Expected,As Expected,52,69,228,25.1,25,176.6,As Expected,5.7,As Expected,65,51.5,65,580,0,,Not Available,31,As Expected,54
12552,8,BIO-MEDICAL APPLICATIONS OF ALABAMA INC,01/01/2016-12/31/2019,3,1,65 NORTH CATHERINE STREET,,MOBILE,AL,36604,MOBILE,Profit,Yes,FRESENIUS MEDICAL CARE,25,1,0,0,As Expected,79,117,1146,122,1149,As Expected,As Expected,As Expected,91,114,317,20.2,33.6,219.2,As Expected,12.7,Worse than Expected,124,45.8,124,1172,0,,As Expected,46,As Expected,110
12553,8,DAVITA PDI-ELMORE COUNTY,01/01/2016-12/31/2019,5,1,125 HOSPITAL DRIVE,,WETUMPKA,AL,36092,ELMORE,Profit,Yes,DAVITA,10,1,0,0,As Expected,32,48,425,52,459,As Expected,As Expected,As Expected,38,34,133,22.4,21.5,254.6,As Expected,18.2,As Expected,52,74.2,52,460,0,,Not Available,12,As Expected,43
12556,8,"NNA OF ALABAMA, INC",01/01/2016-12/31/2019,5,1,7067 VETERANS PKWY SUITE 120,,PELL CITY,AL,35125,SAINT CLAIR,Profit,Yes,FRESENIUS MEDICAL CARE,13,1,0,0,As Expected,33,49,413,55,436,As Expected,As Expected,As Expected,38,32,157,19.5,24.6,133.3,As Expected,21.3,As Expected,55,59.9,55,439,0,,Not Available,20,As Expected,37
12622,8,DAVITA TALLADEGA DIALYSIS,01/01/2016-12/31/2019,4,1,726 E BATTLE STREET,SUITE A,TALLADEGA,AL,35160,TALLADEGA,Profit,Yes,DAVITA,13,1,1,1,As Expected,39,47,442,49,454,As Expected,As Expected,As Expected,42,38,158,20.3,22,214.8,As Expected,51,As Expected,44,56.1,44,399,0,,Not Available,12,As Expected,38
12623,8,DAVITA CENTER POINT DIALYSIS,01/01/2016-12/31/2019,3,1,2337 1ST ST NE,,CENTER POINT,AL,35215,JEFFERSON,Profit,Yes,DAVITA,16,1,0,0,As Expected,43,60,530,65,547,As Expected,As Expected,Worse than Expected,45,59,189,38,31,279.8,As Expected,42.3,As Expected,65,57.7,65,556,0,,As Expected,23,As Expected,52
12624,8,FMC MIDFIELD DIALYSIS,01/01/2016-12/31/2019,3,1,613 BESSEMER SUPER HIGHWAY,,BIRMINGHAM,AL,35228,JEFFERSON,Profit,Yes,FRESENIUS MEDICAL CARE,24,1,0,0,Worse than Expected,70,99,995,100,1005,As Expected,As Expected,As Expected,79,113,308,22.4,31.4,246.4,As Expected,46.6,Worse than Expected,100,40.7,100,1020,0,,As Expected,41,As Expected,84
12625,8,RAI JACKSONVILLE,01/01/2016-12/31/2019,3,1,"331 HENRY RD, S.W.",,JACKSONVILLE,AL,36265,CALHOUN,Profit,Yes,FRESENIUS MEDICAL CARE,16,1,0,0,As Expected,57,67,600,71,608,As Expected,As Expected,As Expected,66,54,258,18.7,23.7,149.6,As Expected,41.9,As Expected,71,46.2,71,623,0,,As Expected,29,As Expected,52
12626,8,FMC NORTHWEST ALABAMA KIDNEY CENTER,01/01/2016-12/31/2019,5,1,638 TAHOE ROAD,,WINFIELD,AL,35594,MARION,Profit,Yes,FRESENIUS MEDICAL CARE,10,1,1,1,As Expected,27,32,279,35,290,As Expected,As Expected,As Expected,29,35,111,18.5,16.1,169.3,As Expected,16.3,As Expected,35,56.7,35,293,0,,Not Available,10,As Expected,30
12627,8,DAVITA HOME DIALYSIS OPTIONS OF BALDWIN COUNTY PD,01/01/2016-12/31/2019,,260,"27880 N. MAIN ST, SUITE A",,DAPHNE,AL,36526,BALDWIN,Profit,Yes,DAVITA,4,0,1,1,Not Available,7,9,74,9,74,As Expected,Not Available,Not Available,8,6,39,,,105.9,Not Available,,Not Available,3,,3,26,0,,Not Available,1,Not Available,8
12628,8,DAVITA OPELIKA DIALYSIS CENTER,01/01/2016-12/31/2019,3,1,2340 PEPPERELL PKWY,,OPELIKA,AL,36801,LEE,Profit,Yes,DAVITA,10,1,1,1,As Expected,23,30,274,29,266,As Expected,As Expected,As Expected,23,22,111,26,26.6,190.8,As Expected,24.6,As Expected,24,60.6,24,216,0,,Not Available,10,As Expected,27
12629,8,DAVITA RENAISSANCE DIALYSIS,01/01/2016-12/31/2019,5,1,1840 DARBY DRIVE,,FLORENCE,AL,35630,LAUDERDALE,Profit,Yes,DAVITA,10,1,1,1,As Expected,43,52,469,58,496,As Expected,As Expected,As Expected,46,58,137,17.2,28.5,177.1,As Expected,10.2,As Expected,57,70,57,481,0,,Not Available,14,As Expected,46
12630,8,DAVITA WIREGRASS KIDNEY CENTER,01/01/2016-12/31/2019,3,1,1450 ROSS CLARK CIRCLE,SUITE 200,DOTHAN,AL,36301,HOUSTON,Profit,Yes,DAVITA,20,1,0,0,As Expected,55,76,667,80,675,As Expected,As Expected,As Expected,62,87,268,27.4,24.6,246,As Expected,28.4,As Expected,80,52.7,80,706,0,,As Expected,44,As Expected,77
12631,8,DAVITA GULF SHORES DIALYSIS CENTER,01/01/2016-12/31/2019,5,1,3947 GULF SHORES PARKWAY,,GULF SHORES,AL,36542,BALDWIN,Profit,Yes,DAVITA,8,1,1,0,As Expected,22,32,260,30,257,As Expected,As Expected,As Expected,24,22,107,17.1,27.1,141.8,As Expected,32.3,As Expected,21,72.4,21,161,0,,Not Available,6,As Expected,44
12632,8,DAVITA MUSCLE SHOALS DIALYSIS,01/01/2016-12/31/2019,3,1,712 STATE STREET,,MUSCLE SHOALS,AL,35661,COLBERT,Profit,Yes,DAVITA,10,1,0,0,Not Available,17,23,172,24,200,As Expected,As Expected,As Expected,19,24,63,20.2,28.7,218.9,As Expected,,As Expected,24,50.6,24,202,0,,Not Available,8,As Expected,17
12659,8,"BIO-MEDICAL APPLICATIONS OF ALABAMA, INC.",01/01/2016-12/31/2019,4,1,9540 PARKWAY E,,BIRMINGHAM,AL,35215,JEFFERSON,Profit,Yes,FRESENIUS MEDICAL CARE,13,1,0,0,As Expected,36,56,552,61,559,As Expected,As Expected,As Expected,42,55,194,26.9,23.2,190,As Expected,22.5,As Expected,61,57.5,61,567,0,,Not Available,16,As Expected,55
12660,8,"FRESENIUS KIDNEY CARE ATTALLA, LLC",01/01/2016-12/31/2019,5,1,801 GILBERT FERRY RD SE,,ATTALLA,AL,35954,ETOWAH,Profit,Yes,FRESENIUS MEDICAL CARE,10,1,1,1,As Expected,34,41,406,49,435,As Expected,As Expected,As Expected,38,43,176,18.4,29.1,135.7,As Expected,14,As Expected,48,72,48,430,0,,As Expected,32,As Expected,34
12661,8,DAVITA HOKES BLUFF DIALYSIS,01/01/2016-12/31/2019,3,1,300 MEDICAL CENTER DRIVE,SUITE 100,GADSDEN,AL,35903,ETOWAH,Profit,Yes,DAVITA,10,1,0,0,As Expected,23,25,203,29,222,As Expected,As Expected,As Expected,24,34,100,27.3,31.7,219.6,As Expected,35.5,As Expected,30,52.2,30,223,0,,Not Available,14,As Expected,25
12662,8,FRESENIUS MEDICAL CARE,01/01/2016-12/31/2019,,260,114 MITYLENE PARK LANE,,MONTGOMERY,AL,36117,MONTGOMERY,Profit,Yes,FRESENIUS MEDICAL CARE,8,1,1,1,As Expected,34,53,370,53,402,As Expected,As Expected,As Expected,39,28,108,21.4,40.9,217,Not Available,31,Not Available,10,,10,50,0,,Not Available,16,As Expected,56
12663,8,DAVITA PERRY COUNTY DIALYSIS,01/01/2016-12/31/2019,3,1,611 EAST LAFAYETTE STREET,,MARION,AL,36756,PERRY,Profit,Yes,DAVITA,10,1,0,0,As Expected,27,37,330,38,344,As Expected,As Expected,As Expected,32,31,136,30.5,29.7,212.2,As Expected,25.6,As Expected,38,51.9,38,342,0,,Not Available,8,As Expected,31
12664,8,"BIO-MEDICAL APPLICATIONS OF ALABAMA, INC.",01/01/2016-12/31/2019,4,1,12401 SKOPELOS RD,,GRAND BAY,AL,36541,MOBILE,Profit,Yes,FRESENIUS MEDICAL CARE,27,1,1,1,As Expected,51,79,711,83,736,As Expected,As Expected,As Expected,60,50,233,20.6,22.1,142.6,As Expected,13,As Expected,81,55.9,81,745,1,2,As Expected,31,As Expected,70
12677,8,"DIALYSIS CLINIC, INC",01/01/2016-12/31/2019,5,1,100 W LAKE PROFESSIONAL PARK,SUITE 7,GENEVA,AL,36340,GENEVA,Non-Profit,Yes,"DIALYSIS CLINIC, INC.",10,1,0,0,As Expected,16,25,209,26,228,As Expected,Not Available,As Expected,18,8,76,29,,69,As Expected,18.5,As Expected,25,81.7,25,227,0,,Not Available,8,As Expected,18
12678,8,"FRESENIUS MEDICAL CARE MCCALLA, LLC",01/01/2016-12/31/2019,3,1,4748 BELL HILL ROAD,,BESSEMER,AL,35022,JEFFERSON,Non-Profit,Yes,FRESENIUS MEDICAL CARE,13,1,0,0,As Expected,36,55,474,58,482,As Expected,As Expected,As Expected,43,49,141,25.6,23,201.6,As Expected,28.8,As Expected,58,50.9,58,496,0,,As Expected,25,As Expected,47
12679,8,DAVITA WHITE BLUFF DIALYSIS,01/01/2016-12/31/2019,5,1,"505 HIGHWAY 80 W, SUITE F",,DEMOPOLIS,AL,36732,MARENGO,Profit,Yes,DAVITA,10,1,0,0,As Expected,36,48,471,52,483,As Expected,As Expected,As Expected,42,22,144,25.5,40.2,103,As Expected,0,As Expected,52,57.2,52,495,0,,As Expected,26,As Expected,45
12680,8,BIO-MEDICAL APPLICATIONS OF ALABAMA,01/01/2016-12/31/2019,4,1,1012 FRIENDSHIP ROAD,,TALLASSEE,AL,36078,ELMORE,Profit,Yes,FRESENIUS MEDICAL CARE,10,1,0,0,As Expected,38,54,498,56,527,As Expected,As Expected,As Expected,41,53,151,18.4,26.3,195.5,As Expected,25.2,As Expected,55,67.3,55,521,0,,Not Available,23,As Expected,43
12681,8,"BIO-MEDICAL APPLICATIONS OF ALABAMA, INC",01/01/2016-12/31/2019,3,1,11839 HIGHWAY 231-431 NORTH,,MERIDIANVILLE,AL,35759,MADISON,Profit,Yes,FRESENIUS MEDICAL CARE,21,1,0,0,As Expected,48,76,684,80,690,As Expected,As Expected,As Expected,64,78,221,23.7,37,196.8,As Expected,44.2,As Expected,79,57,79,685,0,,As Expected,38,As Expected,65
12682,8,"BIO-MEDICAL APPLICATIONS OF ALABAMA, INC.",01/01/2016-12/31/2019,3,1,"2017 QUINTARD AVE, SUITE B",,ANNISTON,AL,36201,CALHOUN,Profit,Yes,FRESENIUS MEDICAL CARE,10,1,0,0,As Expected,19,35,250,38,270,As Expected,As Expected,As Expected,24,21,84,34.7,26,114.6,As Expected,20.3,Worse than Expected,39,25.3,39,269,0,,Not Available,11,As Expected,31
12684,8,"FRESENIUS MEDICAL CARE ALBERTVILLE, LLC",01/01/2016-12/31/2019,3,1,173 BUSINESS PARK DR,,ALBERTVILLE,AL,35951,MARSHALL,Profit,Yes,FRESENIUS MEDICAL CARE,20,1,1,1,As Expected,34,53,472,60,508,As Expected,As Expected,As Expected,39,42,133,26,33.5,185.3,As Expected,37.3,As Expected,44,52.8,44,375,0,,As Expected,28,As Expected,51
12685,8,DAVITA MODEL CITY HT AT HOME DIALYSIS,01/01/2016-12/31/2019,,260,1724 LEIGHTON AVE,,ANNISTON,AL,36207,CALHOUN,Profit,Yes,DAVITA,3,0,1,1,Not Available,5,10,92,11,96,Not Available,Not Available,As Expected,7,2,30,20.5,,,Not Available,,Not Available,0,,0,,0,,Not Available,6,Not Available,10
12686,8,"FRESENIUS MEDICAL CARE ANNISTON HOME, LLC",01/01/2016-12/31/2019,5,1,"2017 QUINTARD AVENUE, SUITE A",,ANNISTON,AL,36201,CALHOUN,Profit,Yes,FRESENIUS MEDICAL CARE,4,0,1,1,As Expected,56,60,484,66,517,As Expected,As Expected,As Expected,57,33,137,11.1,14,158.9,Not Available,31.2,As Expected,11,56.7,11,98,0,,Not Available,11,As Expected,57
12687,8,"BIO-MEDICAL APPLICATIONS OF ALABAMA, INC",01/01/2016-12/31/2019,4,1,"2024 4TH AVE SOUTH, SUITE 100",,BIRMINGHAM,AL,35233,JEFFERSON,Profit,Yes,FRESENIUS MEDICAL CARE,10,1,0,0,Not Available,18,29,283,31,292,As Expected,As Expected,As Expected,21,20,87,23.1,26.6,217.1,As Expected,,As Expected,31,43.4,31,291,0,,Not Available,12,As Expected,35
12688,8,"FRESENIUS MEDICAL CARE TRUSSVILLE, LLC",01/01/2016-12/31/2019,3,1,3671 ROOSEVELT BLVD,,BIRMINGHAM,AL,35235,JEFFERSON,Profit,Yes,FRESENIUS MEDICAL CARE,20,1,0,0,As Expected,20,38,334,42,348,As Expected,As Expected,As Expected,23,20,70,21.2,24.9,134,As Expected,52.6,As Expected,43,54.2,43,361,0,,Not Available,14,As Expected,34
12692,8,BIO MEDICAL APPLICATIONS OF ALABAMA INC,01/01/2016-12/31/2019,3,1,2834 SPRING AVENUE SW,,DECATUR,AL,35603,MORGAN,Profit,Yes,FRESENIUS MEDICAL CARE,20,1,0,0,As Expected,33,47,382,48,405,As Expected,As Expected,As Expected,39,56,113,28.4,31.8,192.9,As Expected,21.2,As Expected,49,60.8,49,400,0,,Not Available,16,As Expected,43
12666,8,DAVITA ANNISTON DIALYSIS,01/01/2016-12/31/2019,3,1,1612 NOBLE STREET,,ANNISTON,AL,36201,CALHOUN,Profit,Yes,DAVITA,10,1,0,0,Not Available,14,22,169,23,171,As Expected,As Expected,As Expected,17,33,70,18,40.6,292.4,As Expected,,As Expected,24,60.9,24,186,0,,Not Available,7,Worse than Expected,20
12667,8,"BIO MEDICAL APPLICATIONS OF ALABAMA, INC.",01/01/2016-12/31/2019,5,1,917 B PLANTATION BLVD,,FAIRHOPE,AL,36532,BALDWIN,Profit,Yes,FRESENIUS MEDICAL CARE,5,0,1,1,Not Available,13,32,250,32,254,As Expected,Not Available,As Expected,15,4,72,27.5,,113.6,Not Available,,As Expected,12,91.7,12,94,0,,Not Available,13,As Expected,27
12668,8,DAVITA HENRY COUNTY DIALYSIS,01/01/2016-12/31/2019,2,1,671 OZARK ROAD,,ABBEVILLE,AL,36310,HENRY,Profit,Yes,DAVITA,10,1,0,0,Not Available,17,24,171,23,163,As Expected,As Expected,As Expected,21,24,90,22.5,47.2,237,As Expected,,As Expected,23,44.9,23,168,0,,Not Available,8,As Expected,17
12669,8,DAVITA MONARCH DIALYSIS,01/01/2016-12/31/2019,3,1,2958 DORCHESTER DRIVE,,MONTGOMERY,AL,36116,MONTGOMERY,Profit,Yes,DAVITA,22,1,0,0,As Expected,81,115,1038,115,1015,Worse than Expected,As Expected,As Expected,90,159,339,21.9,32.9,270.3,As Expected,19.6,As Expected,120,59.9,120,1063,0,,As Expected,55,As Expected,102
12670,8,DAVITA RED MOUNTAIN HT AT HOME,01/01/2016-12/31/2019,4,1,300-B 22ND STREET SOUTH,,BIRMINGHAM,AL,35233,JEFFERSON,Profit,Yes,DAVITA,10,0,1,1,As Expected,103,172,1552,182,1625,As Expected,As Expected,As Expected,114,93,501,27.2,19.4,165.5,Not Available,21.7,As Expected,16,62.2,16,143,0,,As Expected,99,As Expected,180
12665,8,DAVITA BREWTON DIALYSIS,01/01/2016-12/31/2019,4,1,1023 DOUGLAS AVENUE,SUITE 300,BREWTON,AL,36426,ESCAMBIA,Profit,Yes,DAVITA,10,1,1,0,As Expected,21,33,275,37,281,As Expected,As Expected,As Expected,26,20,119,35.5,19,187.6,As Expected,29.3,As Expected,30,74.5,30,221,0,,Not Available,14,As Expected,37
12672,8,"FRESENIUS MEDICAL CARE WEST MADISON, LLC",01/01/2016-12/31/2019,4,1,29569 HUNTSVILLE BROWNS FERRY RD,,MADISON,AL,35756,LIMESTONE,Profit,Yes,FRESENIUS MEDICAL CARE,21,1,0,0,As Expected,49,72,642,77,656,As Expected,As Expected,As Expected,58,62,214,16.3,24.3,155.1,Better than Expected,32.5,As Expected,76,58.5,76,664,0,,Better than Expected,33,As Expected,70
12673,8,DAVITA HOME OPTIONS OF DOTHAN (PD),01/01/2016-12/31/2019,,260,1763 E MAIN STREET,,DOTHAN,AL,36301,HOUSTON,Profit,Yes,DAVITA,3,0,1,1,As Expected,41,62,450,62,477,As Expected,As Expected,As Expected,47,33,153,27.4,33.5,212,Not Available,43,Not Available,4,,4,32,0,,Not Available,23,As Expected,55
12674,8,"BIO MEDICAL APPLICATIONS OF ALABAMA, INC",01/01/2016-12/31/2019,4,1,700 SARA G LOTT BLVD,,BRUNDIDGE,AL,36010,PIKE,Profit,Yes,FRESENIUS MEDICAL CARE,15,1,1,1,As Expected,30,43,356,44,358,As Expected,As Expected,As Expected,35,22,130,12.9,20.7,109.8,As Expected,16.7,As Expected,42,43.9,42,347,0,,Not Available,13,As Expected,42
